ubicageo_f,aniorefe_b,rnsnni1,totalca1,pudisptt,pudisp1,pudisp2,pudispne
30205,2,2,NA,NA,NA,NA,
30206,1,2,NA,NA,NA,NA,
30206,2,2,NA,NA,NA,NA,
30207,1,2,NA,NA,NA,NA,
30207,2,1,1,249,233,16,
30208,1,2,NA,NA,NA,NA,
30208,2,2,NA,NA,NA,NA,
30209,1,2,NA,NA,NA,NA,
30209,2,1,66,66,66,0,
30210,1,1,5,60,60,0,
30210,2,1,1,120,120,0,
30211,1,1,50,350,350,0,
30211,2,1,65,431,431,0,
30212,1,2,NA,NA,NA,NA,
30212,2,1,2,2,0,2,
31001,1,2,NA,NA,NA,NA,
31001,2,1,0,3,3,0,
31002,1,2,NA,NA,NA,NA,
31002,2,1,2,121,120,1,
31003,1,1,1,2,0,2,
31003,2,1,4,3,0,3,
31004,1,2,NA,NA,NA,NA,
31004,2,1,2,5,3,2,
31005,1,2,NA,NA,NA,NA,
31005,2,2,NA,NA,NA,NA,
31006,1,1,0,103,103,0,
31006,2,1,0,162,162,0,
31007,1,9,NSS,NSS,NSS,NSS,
31007,2,1,6,44,40,4,
31008,1,2,NA,NA,NA,NA,
31008,2,1,0,8,8,0,
31009,1,2,NA,NA,NA,NA,
31009,2,1,4,1,0,1,
31010,1,2,NA,NA,NA,NA,
31010,2,1,1,0,0,0,
31011,1,1,0,1,0,1,
31011,2,1,2,12,10,2,
31012,1,1,0,19,19,0,
31012,2,1,0,90,90,0,
31013,1,2,NA,NA,NA,NA,
31013,2,1,0,6,0,6,
31014,1,1,0,16,16,0,
31014,2,1,0,14,14,0,
31015,1,2,NA,NA,NA,NA,
31015,2,1,0,9,8,1,
31016,1,2,NA,NA,NA,NA,
31016,2,1,1,2,0,2,
31017,1,2,NA,NA,NA,NA,
31017,2,2,NA,NA,NA,NA,
31018,1,2,NA,NA,NA,NA,
31018,2,1,0,1,0,1,
31019,1,1,0,235,230,5,
31019,2,1,0,200,200,0,
31020,1,2,NA,NA,NA,NA,
31020,2,1,2,0,0,0,
31021,1,1,0,5,5,0,
31021,2,1,0,10,9,1,
31022,1,1,1,0,0,0,
31022,2,2,NA,NA,NA,NA,
31023,1,1,0,6,6,0,
31023,2,1,0,14,14,0,
31024,1,2,NA,NA,NA,NA,
31024,2,2,NA,NA,NA,NA,
31025,1,2,NA,NA,NA,NA,
31025,2,1,0,11,10,1,
31026,1,1,0,55,55,0,
31026,2,1,2,48,45,3,
31027,1,1,7,4,0,4,
31027,2,1,12,3,0,3,
31028,1,2,NA,NA,NA,NA,
31028,2,1,1,0,0,0,
31029,1,1,3,2,0,2,
31029,2,2,NA,NA,NA,NA,
31030,1,2,NA,NA,NA,NA,
31030,2,1,0,103,103,0,
31031,1,1,0,21,20,1,
31031,2,1,0,16,16,0,
31032,1,1,0,77,77,0,
31032,2,1,0,477,470,7,
31033,1,1,2,289,287,2,
31033,2,1,0,294,293,1,
31034,1,2,NA,NA,NA,NA,
31034,2,1,3,5,4,1,
31035,1,2,NA,NA,NA,NA,
31035,2,1,1,8,5,3,
31036,1,1,1,2,2,0,
31036,2,1,2,4,4,0,
31037,1,2,NA,NA,NA,NA,
31037,2,1,2,2,0,2,
31038,1,1,3,100,97,3,
31038,2,1,5,80,75,5,
31039,1,1,3,10,10,0,
31039,2,1,2,21,20,1,
31040,1,1,10,239,236,3,
31040,2,1,8,314,312,2,
31041,1,1,0,5578,5493,85,
31041,2,1,0,6334,6072,262,
31042,1,1,0,21,21,0,
31042,2,1,4,82,82,0,
31043,1,2,NA,NA,NA,NA,
31043,2,2,NA,NA,NA,NA,
31044,1,9,NSS,NSS,NSS,NSS,
31044,2,1,1,30,30,0,
31045,1,1,0,10,10,0,
31045,2,1,0,18,18,0,
31046,1,1,3,3,0,3,
31046,2,1,1,1,0,1,
31047,1,1,0,29,29,0,
31047,2,1,2,86,85,1,
31048,1,1,8,0,0,0,
31048,2,1,11,680,679,1,
31049,1,2,NA,NA,NA,NA,
31049,2,2,NA,NA,NA,NA,
31050,1,1,0,1262,1213,49,
31050,2,1,0,1543,1459,84,
31051,1,2,NA,NA,NA,NA,
31051,2,2,NA,NA,NA,NA,
31052,1,1,94,1247,1200,47,
31052,2,1,112,1332,1276,56,
31053,1,1,0,NSS,NSS,NSS,
31053,2,1,6,256,250,6,
31054,1,1,0,120,120,0,
31054,2,1,0,156,156,0,
31055,1,1,1,57,57,0,
31055,2,1,1,149,145,4,
31056,1,1,0,4,0,4,
31056,2,1,0,347,320,27,
31057,1,1,0,99,99,0,
31057,2,1,0,176,176,0,
31058,1,9,NSS,NSS,NSS,NSS,
31058,2,1,10,330,325,5,
31059,1,1,28,2754,2394,360,
31059,2,1,19,4399,3771,628,
31060,1,2,NA,NA,NA,NA,
31060,2,1,0,6,6,0,
31061,1,2,NA,NA,NA,NA,
31061,2,1,0,4,4,0,
31062,1,1,1,142,141,1,
31062,2,1,2,168,168,0,
31063,1,1,1,1,0,1,
31063,2,1,1,2,0,2,
31064,1,2,NA,NA,NA,NA,
31064,2,1,0,4,4,0,
31065,1,2,NA,NA,NA,NA,
31065,2,2,NA,NA,NA,NA,
31066,1,1,0,20,20,0,
31066,2,1,0,40,40,0,
31067,1,1,0,20,20,0,
31067,2,1,0,35,35,0,
31068,1,1,2,20,20,0,
31068,2,1,3,25,25,0,
31069,1,1,0,5,5,0,
31069,2,1,1,20,20,0,
31070,1,1,0,10,10,0,
31070,2,1,0,12,10,2,
31071,1,1,0,12,12,0,
31071,2,1,0,34,34,0,
31072,1,1,0,25,25,0,
31072,2,1,0,20,20,0,
31073,1,2,NA,NA,NA,NA,
31073,2,1,1,93,93,0,
31074,1,1,1,2,2,0,
31074,2,1,4,4,4,0,
31075,1,2,NA,NA,NA,NA,
31075,2,1,1,0,0,0,
31076,1,2,NA,NA,NA,NA,
31076,2,1,6,456,450,6,
31077,1,1,0,50,50,0,
31077,2,1,0,20,20,0,
31078,1,1,0,3,0,3,
31078,2,1,0,4,0,4,
31079,1,1,255,255,240,15,
31079,2,1,320,320,300,20,
31080,1,1,1,1,0,1,
31080,2,2,NA,NA,NA,NA,
31081,1,2,NA,NA,NA,NA,
31081,2,1,1,0,0,0,
31082,1,1,3,23,20,3,
31082,2,1,2,42,40,2,
31083,1,1,0,20,20,0,
31083,2,1,0,50,50,0,
31084,1,1,0,30,30,0,
31084,2,1,0,25,25,0,
31085,1,1,0,125,125,0,
31085,2,1,0,35,35,0,
31086,1,1,0,2,0,2,
31086,2,2,NA,NA,NA,NA,
31087,1,1,1,20,19,1,
31087,2,1,1,35,34,1,
31088,1,2,NA,NA,NA,NA,
31088,2,2,NA,NA,NA,NA,
31089,1,1,15,1709,1688,21,
31089,2,1,71,1812,1781,31,
31090,1,2,NA,NA,NA,NA,
31090,2,1,0,25,25,0,
31091,1,2,NA,NA,NA,NA,
31091,2,1,0,2,0,2,
31092,1,2,NA,NA,NA,NA,
31092,2,2,NA,NA,NA,NA,
31093,1,1,0,3,0,3,
31093,2,1,0,43,38,5,
31094,1,2,NA,NA,NA,NA,
31094,2,1,0,42,42,0,
31095,1,2,NA,NA,NA,NA,
31095,2,1,4,117,116,1,
31096,1,1,31,51,0,51,
31096,2,1,112,435,299,136,
31097,1,1,0,30,30,0,
31097,2,1,0,25,25,0,
31098,1,2,NA,NA,NA,NA,
31098,2,1,0,89,88,1,
31099,1,1,0,7,7,0,
31099,2,1,0,8,8,0,
31100,1,2,NA,NA,NA,NA,
31100,2,1,1,0,0,0,
31101,1,1,99,1543,1507,36,
31101,2,1,70,2574,2543,31,
31102,1,1,77,1793,1748,45,
31102,2,1,98,1671,1620,51,
31103,1,2,NA,NA,NA,NA,
31103,2,1,1,3,1,2,
31104,1,1,0,1,0,1,
31104,2,1,1,0,0,0,
31105,1,2,NA,NA,NA,NA,
31105,2,1,0,33,33,0,
31106,1,2,NA,NA,NA,NA,
31106,2,2,NA,NA,NA,NA,
32001,1,2,NA,NA,NA,NA,
32001,2,2,NA,NA,NA,NA,
32002,1,0,NA,NA,NA,NA,
32002,2,0,NA,NA,NA,NA,
32003,1,1,4,35,35,0,
32003,2,1,4,30,30,0,
32004,1,2,NA,NA,NA,NA,
32004,2,2,NA,NA,NA,NA,
32005,1,1,5,640,629,11,
32005,2,1,6,474,465,9,
32006,1,2,NA,NA,NA,NA,
32006,2,1,0,67,67,0,
32007,1,2,NA,NA,NA,NA,
32007,2,1,0,1445,1445,0,
32008,1,2,NA,NA,NA,NA,
32008,2,1,1,205,202,3,
32009,1,9,NSS,NSS,NSS,NSS,
32009,2,1,0,60,60,0,
32010,1,1,5,5977,5746,231,
32010,2,1,4,4761,4593,168,
32011,1,1,0,8,8,0,
32011,2,1,0,33,32,1,
32012,1,1,26,26,26,0,
32012,2,1,18,18,18,0,
32013,1,2,NA,NA,NA,NA,
32013,2,2,NA,NA,NA,NA,
32014,1,2,NA,NA,NA,NA,
32014,2,2,NA,NA,NA,NA,
32015,1,2,NA,NA,NA,NA,
32015,2,2,NA,NA,NA,NA,
32016,1,1,0,11,11,0,
32016,2,1,4,23,22,1,
32017,1,1,17,1813,1363,450,
32017,2,1,6,1379,1030,349,
32018,1,2,NA,NA,NA,NA,
32018,2,2,NA,NA,NA,NA,
32019,1,1,0,60,60,0,
32019,2,1,0,80,80,0,
32020,1,1,24,819,776,43,
32020,2,1,108,904,860,44,
32021,1,2,NA,NA,NA,NA,
32021,2,2,NA,NA,NA,NA,
32022,1,9,NSS,NSS,NSS,NSS,
32022,2,1,0,200,200,0,
32023,1,1,0,70,67,3,
32023,2,1,0,150,146,4,
32024,1,1,0,518,508,10,
32024,2,1,2,542,529,13,
32025,1,9,NSS,NSS,NSS,NSS,
32025,2,1,0,36,36,0,
32026,1,2,NA,NA,NA,NA,
32026,2,2,NA,NA,NA,NA,
32027,1,2,NA,NA,NA,NA,
32027,2,2,NA,NA,NA,NA,
32028,1,1,0,5,5,0,
32028,2,1,0,12,12,0,
32029,1,9,NSS,NSS,NSS,NSS,
32029,2,1,0,177,177,0,
32030,1,1,2,21,19,2,
32030,2,1,1,1,0,1,
32031,1,2,NA,NA,NA,NA,
32031,2,2,NA,NA,NA,NA,
32032,1,2,NA,NA,NA,NA,
32032,2,1,78,78,70,8,
32033,1,1,0,16,16,0,
32033,2,1,0,22,22,0,
32034,1,9,NSS,NSS,NSS,NSS,
32034,2,9,NSS,NSS,NSS,NSS,
32035,1,1,0,47,44,3,
32035,2,1,0,38,37,1,
32036,1,1,0,230,220,10,
32036,2,1,0,445,415,30,
32037,1,1,8,4,0,4,
32037,2,1,30,20,0,20,
32038,1,2,NA,NA,NA,NA,
32038,2,1,8,8,0,8,
32039,1,9,NSS,NSS,NSS,NSS,
32039,2,1,0,241,241,0,
32040,1,1,0,275,275,0,
32040,2,1,0,245,245,0,
32041,1,2,NA,NA,NA,NA,
32041,2,2,NA,NA,NA,NA,
32042,1,1,1,275,272,3,
32042,2,1,2,664,660,4,
32043,1,2,NA,NA,NA,NA,
32043,2,1,0,197,197,0,
32044,1,2,NA,NA,NA,NA,
32044,2,1,2,20,17,3,
32045,1,1,1,33,33,0,
32045,2,1,1,78,78,0,
32046,1,9,NSS,NSS,NSS,NSS,
32046,2,1,1,1,0,1,
32047,1,1,0,14,11,3,
32047,2,1,0,11,9,2,
32048,1,1,1,754,753,1,
32048,2,1,2,623,621,2,
32049,1,1,0,148,143,5,
32049,2,1,0,232,203,29,
32050,1,2,NA,NA,NA,NA,
32050,2,1,22,22,20,2,
32051,1,2,NA,NA,NA,NA,
32051,2,2,NA,NA,NA,NA,
32052,1,1,1,0,0,0,
32052,2,1,0,15,15,0,
32053,1,1,0,10,10,0,
32053,2,1,0,44,37,7,
32054,1,2,NA,NA,NA,NA,
32054,2,2,NA,NA,NA,NA,
32055,1,2,NA,NA,NA,NA,
32055,2,1,5,256,256,0,
32056,1,1,36,1416,1316,100,
32056,2,1,36,1332,1035,297,
32057,1,1,50,50,30,20,
32057,2,1,75,75,50,25,
32058,1,2,NA,NA,NA,NA,
32058,2,2,NA,NA,NA,NA,
